Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Alvarez, A., Wissa, A.","57314506000;55178989500;","Bird-inspired morphing wings: Design and experimental evaluation of a wing folding mechanism for pitch stability control",2021,"Proceedings of ASME 2021 Conference on Smart Materials, Adaptive Structures and Intelligent Systems, SMASIS 2021",,,"V001T01A017","","",,,"10.1115/SMASIS2021-68299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118195224&doi=10.1115%2fSMASIS2021-68299&partnerID=40&md5=233609c79b377932b571d2106f86af15",Conference Paper,"Final","",Scopus,2-s2.0-85118195224
"Zekry, D.A., Duan, C., Ito, M.R., Wissa, A.A.","57221819347;57203435148;57204801124;55178989500;","Design of experiments for two-and three-dimensional bio-inspired flow control devices",2021,"AIAA Scitech 2021 Forum",,,,"1","16",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100308588&partnerID=40&md5=22b3029a0d9c95592535cb1ee4c4b831",Conference Paper,"Final","",Scopus,2-s2.0-85100308588
"Lee, K.J., Wissa, A.","57217014285;55178989500;","Dynamic characterization of a bio-inspired variable stiffness multi-winglet device",2020,"Proceedings of SPIE - The International Society for Optical Engineering","11377",,"113770K","","",,2,"10.1117/12.2558348","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085737449&doi=10.1117%2f12.2558348&partnerID=40&md5=7b24e7f1fce3e2528a56136c604f80a3",Conference Paper,"Final","",Scopus,2-s2.0-85085737449
"Gustafson, K., Angatkina, O., Wissa, A.","57210173805;56512246400;55178989500;","Model-based design of a multistable origami-enabled crawling robot",2020,"Smart Materials and Structures","29","1","015013","","",,12,"10.1088/1361-665X/ab52c5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081677834&doi=10.1088%2f1361-665X%2fab52c5&partnerID=40&md5=a4c6ac46f7c1283f96f97cb85803a6af",Article,"Final","",Scopus,2-s2.0-85081677834
"Ito, M.R., Duan, C., Wissa, A.A.","57204801124;57203435148;55178989500;","The function of the alula on engineered wings: A detailed experimental investigation of a bioinspired leading-edge device",2019,"Bioinspiration and Biomimetics","14","5","056015","","",,16,"10.1088/1748-3190/ab36ad","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071785268&doi=10.1088%2f1748-3190%2fab36ad&partnerID=40&md5=7ea7396971500cc6ad0828fee511a187",Article,"Final","",Scopus,2-s2.0-85071785268
"Angatkina, O., Gustafson, K., Wissa, A., Alleyne, A.","56512246400;57210173805;55178989500;7005591425;","Path following for the soft origami crawling robot",2019,"ASME 2019 Dynamic Systems and Control Conference, DSCC 2019","3",,,"","",,2,"10.1115/DSCC2019-9175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076465993&doi=10.1115%2fDSCC2019-9175&partnerID=40&md5=0ab5f42ad8ff5f7c6f1e8bc9adaa3807",Conference Paper,"Final","",Scopus,2-s2.0-85076465993
"Gustafson, K., Urrutia, L., Pankonien, A., Reich, G., Wissa, A.","57210173805;57210174093;55179391400;57207514270;55178989500;","Adaptive and compliant wingtip devices enabled by additive manufacturing and multistable structures",2019,"Proceedings of SPIE - The International Society for Optical Engineering","10965",,"109650J","","",,1,"10.1117/12.2514197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069766729&doi=10.1117%2f12.2514197&partnerID=40&md5=1159daddb65ffd3ac4eb1ebcf1f742ea",Conference Paper,"Final","",Scopus,2-s2.0-85069766729
"Bolmin, O., Wei, L., Hazel, A.M., Dunn, A.C., Wissa, A., Alleyne, M.","57194975983;57209602233;57209608420;16303493000;55178989500;6603599771;","Latching of the click beetle (Coleoptera: Elateridae) thoracic hinge enabled by the morphology and mechanics of conformal structures",2019,"Journal of Experimental Biology","222","12","jeb196683","","",,21,"10.1242/jeb.196683","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068223557&doi=10.1242%2fjeb.196683&partnerID=40&md5=ad1fc07982dedd14e7b16b550889bca7",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85068223557
"Lynch, M., Mandadzhiev, B., Wissa, A.","57193428831;57193429619;55178989500;","Bioinspired wingtip devices: A pathway to improve aerodynamic performance during low Reynolds number flight",2018,"Bioinspiration and Biomimetics","13","3","036003","","",,24,"10.1088/1748-3190/aaac53","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047472821&doi=10.1088%2f1748-3190%2faaac53&partnerID=40&md5=76b2c598fe5e2ecc27b815408a56a38b",Article,"Final","",Scopus,2-s2.0-85047472821
"Ito, M.R., Duan, C., Chamorro, L.P., Wissa, A.A.","57204801124;57203435148;25721696400;55178989500;","A leading-edge alula-inspired device (LEAD) for stall mitigation and lift enhancement for low Reynolds number finite wings",2018,"ASME 2018 Conference on Smart Materials, Adaptive Structures and Intelligent Systems, SMASIS 2018","2",,,"","",,6,"10.1115/SMASIS2018-8170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057227955&doi=10.1115%2fSMASIS2018-8170&partnerID=40&md5=a6504825ba22466036fe3bd7934061e3",Conference Paper,"Final","",Scopus,2-s2.0-85057227955
"Duan, C., Waite, J., Wissa, A.A.","57203435148;57203429406;55178989500;","Design optimization of a covert feather-inspired deployable structure for increased lift",2018,"2018 Applied Aerodynamics Conference",,,"AIAA 2018-3174","","",10,4,"10.2514/6.2018-3174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051699312&doi=10.2514%2f6.2018-3174&partnerID=40&md5=3668b87cff94766016cec23cadef0729",Conference Paper,"Final","",Scopus,2-s2.0-85051699312
"Pagano, A., Yan, T., Chien, B., Wissa, A., Tawfick, S.","57219476369;57193433235;57193435225;55178989500;6503947488;","A crawling robot driven by multi-stable origami",2017,"Smart Materials and Structures","26","9","094007","","",,105,"10.1088/1361-665X/aa721e","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028663717&doi=10.1088%2f1361-665X%2faa721e&partnerID=40&md5=01183e33dd6cd8198a4cffa53a5f3648",Article,"Final","",Scopus,2-s2.0-85028663717
"Mandadzhiev, B.A., Lynch, M.K., Chamorro, L.P., Wissa, A.A.","57193429619;57193428831;25721696400;55178989500;","An experimental study of an airfoil with a bio-inspired leading edge device at high angles of attack",2017,"Smart Materials and Structures","26","9","094008","","",,15,"10.1088/1361-665X/aa7dcd","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028635533&doi=10.1088%2f1361-665X%2faa7dcd&partnerID=40&md5=6049977cafc5477344560e6a4d652a0c",Article,"Final","",Scopus,2-s2.0-85028635533
"Bolmin, O., Duan, C., Urrutia, L., Abdulla, A.M., Hazel, A.M., Alleyne, M., Dunn, A.C., Wissa, A.","57194975983;58044869900;57210174093;58044994700;57209608420;6603599771;16303493000;55178989500;","Pop! Observing and Modeling the Legless Self-righting Jumping Mechanism of Click Beetles",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10384 LNCS",,,"35","47",,8,"10.1007/978-3-319-63537-8_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145769065&doi=10.1007%2f978-3-319-63537-8_4&partnerID=40&md5=fb06687e937fa81a27474a961c8571eb",Conference Paper,"Final","",Scopus,2-s2.0-85145769065
"Angatkina, O., Chien, B., Pagano, A., Yan, T., Alleyne, A., Wissa, A., Tawfick, S.","56512246400;57193435225;57219476369;57193433235;7005591425;55178989500;6503947488;","A metameric crawling robot enabled by origami and smart materials",2017,"ASME 2017 Conference on Smart Materials, Adaptive Structures and Intelligent Systems, SMASIS 2017","1",,,"","",,7,"10.1115/SMASIS2017-3836","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035761439&doi=10.1115%2fSMASIS2017-3836&partnerID=40&md5=3f74d25b1c67d2c0bf515107c781ac0c",Conference Paper,"Final","",Scopus,2-s2.0-85035761439
"Philen, M., Wissa, A., Anton, S., Freeman, E., Karimi, M.A.","6603411639;55178989500;16318527200;55538008800;57195537104;","Recent advances in adaptive and active materials 2016",2017,"Smart Materials and Structures","26","9","090201","","",,,"10.1088/1361-665X/aa82cf","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028667894&doi=10.1088%2f1361-665X%2faa82cf&partnerID=40&md5=2f1331d1113b4540f67e2d7c3a64d48c",Editorial,"Final","",Scopus,2-s2.0-85028667894
"Pagano, A., Leung, B., Chien, B., Yan, T., Wissa, A., Tawfick, S.","57219476369;57224604624;57193435225;57193433235;55178989500;6503947488;","Multi-stable origami structure for crawling locomotion",2016,"ASME 2016 Conference on Smart Materials, Adaptive Structures and Intelligent Systems, SMASIS 2016","2",,"V002T06A005","","",,10,"10.1115/SMASIS2016-9071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013988215&doi=10.1115%2fSMASIS2016-9071&partnerID=40&md5=730cd6f13852ff4d25a6263c73bf00e2",Conference Paper,"Final","",Scopus,2-s2.0-85013988215
"Mandadzhiev, B.A., Lynch, M.K., Chamorro, L.P., Wissa, A.A.","57193429619;57193428831;25721696400;55178989500;","Alula-inspired leading edge device for low Reynolds number flight",2016,"ASME 2016 Conference on Smart Materials, Adaptive Structures and Intelligent Systems, SMASIS 2016","2",,"V002T06A016","","",,9,"10.1115/SMASIS2016-9210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013887814&doi=10.1115%2fSMASIS2016-9210&partnerID=40&md5=1d4a55263f22fbe225b2324964f3dc4a",Conference Paper,"Final","",Scopus,2-s2.0-85013887814
"Smith, R.C., Anderson, I., Hartl, D., Atulasimha, J., Sarles, S.A., Wissa, A., Shafer, M.","35564367800;7201352701;57203078336;6508238509;13105119800;55178989500;37662320900;","Adaptive and active materials: Selected papers from the ASME 2015 Conference on Smart Materials, Adaptive Structures and Intelligent Systems (SMASIS 15) (Colorado Springs, CO, USA, 21-23 September 2015)",2016,"Smart Materials and Structures","25","10","100201","","",,,"10.1088/0964-1726/25/10/100201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989821454&doi=10.1088%2f0964-1726%2f25%2f10%2f100201&partnerID=40&md5=c013a35f8551eb7fca807fd8b3abe888",Editorial,"Final","",Scopus,2-s2.0-84989821454
"Wissa, A., Calogero, J., Wereley, N., Hubbard, J.E., Frecker, M.","55178989500;56465023100;7005261877;7201717067;7003678761;","Analytical model and stability analysis of the leading edge spar of a passively morphing ornithopter wing",2015,"Bioinspiration and Biomimetics","10","6","065003","","",,11,"10.1088/1748-3190/10/6/065003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951807125&doi=10.1088%2f1748-3190%2f10%2f6%2f065003&partnerID=40&md5=36ea60af3cedf995643f29528e657238",Article,"Final","",Scopus,2-s2.0-84951807125
"Wissa, A., Grauer, J., Guerreiro, N., Hubbard, J., Altenbuchner, C., Tummala, Y., Frecker, M., Roberts, R.","55178989500;24780423700;36144963900;7201717067;37118479300;55179456300;7003678761;55806111800;","Free flight testing and performance evaluation of a passively morphing ornithopter",2015,"International Journal of Micro Air Vehicles","7","1",,"21","40",,12,"10.1260/1756-8293.7.1.21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924446126&doi=10.1260%2f1756-8293.7.1.21&partnerID=40&md5=175393fe9b46c8893ef0db69651709e1",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-84924446126
"Hasnain, Z., Hubbard, J.E., Calogero, J., Frecker, M.I., Wissa, A.A.","55252983600;7201717067;56465023100;7003678761;55178989500;","Understanding the relationship between pitch agility and propulsive aerodynamic forces in bio-inspired flapping wing vehicles",2015,"ASME 2015 Conference on Smart Materials, Adaptive Structures and Intelligent Systems, SMASIS 2015","2",,,"","",,3,"10.1115/SMASIS2015-8835","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967121102&doi=10.1115%2fSMASIS2015-8835&partnerID=40&md5=ebe7c0f7d1d042f8adb723fced0ea523",Conference Paper,"Final","",Scopus,2-s2.0-84967121102
"Wissa, A., Han, A.K., Cutkosky, M.R.","55178989500;56742804100;7006155150;","Wings of a feather stick together: Morphing wings with barbule-inspired latching",2015,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9222",,,"123","134",,10,"10.1007/978-3-319-22979-9_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947050744&doi=10.1007%2f978-3-319-22979-9_13&partnerID=40&md5=3732cf3c4885b5315052a272f17e8abf",Conference Paper,"Final","",Scopus,2-s2.0-84947050744
"Tummala, Y., Frecker, M.I., Wissa, A.A., Hubbard, J.E.","55179456300;7003678761;55178989500;7201717067;","Design optimization of a twist compliant mechanism with nonlinear stiffness",2014,"Smart Materials and Structures","23","10","104010","","",,8,"10.1088/0964-1726/23/10/104010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907203373&doi=10.1088%2f0964-1726%2f23%2f10%2f104010&partnerID=40&md5=9b0f9cd2599a02869f3ff7cd308629d5",Article,"Final","",Scopus,2-s2.0-84907203373
"Tummala, Y., Wissa, A., Frecker, M., Hubbard, J.E.","55179456300;55178989500;7003678761;7201717067;","Design and optimization of a contact-aided compliant mechanism for passive bending",2014,"Journal of Mechanisms and Robotics","6","3","031013","","",,27,"10.1115/1.4027702","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906959081&doi=10.1115%2f1.4027702&partnerID=40&md5=9c402eb498abfe865a703645975a6662",Article,"Final","",Scopus,2-s2.0-84906959081
"Wissa, A., Hubbard Jr., J.E., Tummala, Y., Frecker, M., Northrup, M.","55178989500;7201717067;55179456300;7003678761;56045872000;","Inertial effects due to passive wing morphing in Ornithopters",2014,"22nd AIAA/ASME/AHS Adaptive Structures Conference",,,,"","",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894472542&partnerID=40&md5=a7007e0627a4021e5511dd9653479037",Conference Paper,"Final","",Scopus,2-s2.0-84894472542
"Calogero, J., Frecker, M., Wissa, A., Hubbard, J.E.","56465023100;7003678761;55178989500;7201717067;","Optimization of a bend-twist-and-sweep compliant mechanism",2014,"ASME 2014 Conference on Smart Materials, Adaptive Structures and Intelligent Systems, SMASIS 2014","2",,,"","",,6,"10.1115/SMASIS20147518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920106624&doi=10.1115%2fSMASIS20147518&partnerID=40&md5=f3314433498f45e96e1d9e018c1972f9",Conference Paper,"Final","",Scopus,2-s2.0-84920106624
"Wissa, A., Calogero, J., Hubbard, J.E., Frecker, M.","55178989500;56465023100;7201717067;7003678761;","Stability analysis of the wing leading edge spar of a passively morphing ornithopter",2014,"ASME 2014 Conference on Smart Materials, Adaptive Structures and Intelligent Systems, SMASIS 2014","2",,,"","",,1,"10.1115/SMASIS20147528","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920071043&doi=10.1115%2fSMASIS20147528&partnerID=40&md5=d932f73ccdf5ac10d1f70bcb8375c4d7",Conference Paper,"Final","",Scopus,2-s2.0-84920071043
"Tummala, Y., Frecker, M.I., Wissa, A.A., Hubbard Jr., J.E.","55179456300;7003678761;55178989500;7201717067;","Design and optimization of a bend-and-sweep compliant mechanism",2013,"Smart Materials and Structures","22","9","094019","","",,21,"10.1088/0964-1726/22/9/094019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884621085&doi=10.1088%2f0964-1726%2f22%2f9%2f094019&partnerID=40&md5=76663a65020d0d131aaefba630a464f4",Article,"Final","",Scopus,2-s2.0-84884621085
"Altenbuchner, C., Hubbard Jr., J.E., Wissa, A.A.","37118479300;7201717067;55178989500;","Free flight validation of a flexible-multi-body structural dynamics model of a bioinspired ornithopter",2013,"51st AIAA Aerospace Sciences Meeting including the New Horizons Forum and Aerospace Exposition 2013",,,,"","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881440793&partnerID=40&md5=75c1535080f2e2db308458fccab33fba",Conference Paper,"Final","",Scopus,2-s2.0-84881440793
"Wissa, A., Guerreiro, N., Grauer, J., Altenbuchner, C., Hubbard Jr., J.E., Tummala, Y., Frecker, M., Roberts, R.","55178989500;36144963900;24780423700;37118479300;7201717067;55179456300;7003678761;55806111800;","Flight testing of novel compliant spines for passive wing morphing on ornithopters",2013,"Collection of Technical Papers - AIAA/ASME/ASCE/AHS/ASC Structures, Structural Dynamics and Materials Conference",,,"AIAA 2013-1516","","",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881344505&partnerID=40&md5=89fa9f0aafa0065d2e073882bdfd9526",Conference Paper,"Final","",Scopus,2-s2.0-84881344505
"Wissa, A., Guerreiro, N., Grauer, J., Altenbuchner, C., Hubbard Jr., J.E., Tummala, Y., Frecker, M., Roberts, R.","55178989500;36144963900;24780423700;37118479300;7201717067;55179456300;7003678761;55806111800;","Flight testing of novel compliant spines for passive wing morphing on ornithopters",2013,"54th AIAA/ASME/ASCE/AHS/ASC Structures, Structural Dynamics, and Materials Conference",,,,"","",,6,"10.2514/6.2013-1516","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880807809&doi=10.2514%2f6.2013-1516&partnerID=40&md5=6487e01f9f2f8a49a6f7a38baf8f83c6",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84880807809
"Tummala, Y., Frecker, M., Wissa, A., Hubbard Jr., J.E.","55179456300;7003678761;55178989500;7201717067;","Design and optimization of a bend-and-sweep compliant mechanism",2013,"Proceedings of the ASME Design Engineering Technical Conference","6 A",,"V06AT07A023","","",,3,"10.1115/DETC2013-12338","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897013817&doi=10.1115%2fDETC2013-12338&partnerID=40&md5=062b1d9c768c8b84588f6c3433dccddc",Conference Paper,"Final","",Scopus,2-s2.0-84897013817
"Tummala, Y., Frecker, M., Wissa, A., Hubbard Jr., J.E.","55179456300;7003678761;55178989500;7201717067;","Design optimization of a twist compliant mechanism with nonlinear stiffness",2013,"ASME 2013 Conference on Smart Materials, Adaptive Structures and Intelligent Systems, SMASIS 2013","2",,"V002T06A004","","",,4,"10.1115/SMASIS2013-3031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896357480&doi=10.1115%2fSMASIS2013-3031&partnerID=40&md5=8f97e75530fa8f8586fe2cd2950b9baf",Conference Paper,"Final","",Scopus,2-s2.0-84896357480
"Tummala, Y., Frecker, M., Wissa, A., Hubbard Jr., J.E.","55179456300;7003678761;55178989500;7201717067;","Design of bend-and-sweep compliant mechanism for passive shape change",2012,"ASME 2012 Conference on Smart Materials, Adaptive Structures and Intelligent Systems, SMASIS 2012","2",,,"545","553",,3,"10.1115/SMASIS2012-7996","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892631579&doi=10.1115%2fSMASIS2012-7996&partnerID=40&md5=363a780f84e3d816640837513025bd87",Conference Paper,"Final","",Scopus,2-s2.0-84892631579
"Wissa, A.A., Tummala, Y., Hubbard Jr., J.E., Frecker, M.I.","55178989500;55179456300;7201717067;7003678761;","Passively morphing ornithopter wings constructed using a novel compliant spine: Design and testing",2012,"Smart Materials and Structures","21","9","094028","","",,47,"10.1088/0964-1726/21/9/094028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865959009&doi=10.1088%2f0964-1726%2f21%2f9%2f094028&partnerID=40&md5=2fb9555ced17270ead465d31d07830a2",Article,"Final","",Scopus,2-s2.0-84865959009
"Wissa, A., Tummala, Y., Hubbard Jr., J.E., Frecker, M., Brown, A.","55178989500;55179456300;7201717067;7003678761;57197537418;","Testing of novel compliant spines for passive wing morphing",2011,"ASME 2011 Conference on Smart Materials, Adaptive Structures and Intelligent Systems, SMASIS 2011","2",,,"733","742",,15,"10.1115/smasis2011-5198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859537795&doi=10.1115%2fsmasis2011-5198&partnerID=40&md5=2637b18bd5084301d54a2cac8f5f5198",Conference Paper,"Final","",Scopus,2-s2.0-84859537795
"Tummala, Y., Wissa, A., Frecker, M., Hubbard Jr., J.E.","55179456300;55178989500;7003678761;7201717067;","Design optimization of a compliant spine for dynamic applications",2011,"ASME 2011 Conference on Smart Materials, Adaptive Structures and Intelligent Systems, SMASIS 2011","2",,,"743","752",,11,"10.1115/smasis2011-5207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859523450&doi=10.1115%2fsmasis2011-5207&partnerID=40&md5=317cfabf48edf9017bb54f9e11dfc380",Conference Paper,"Final","",Scopus,2-s2.0-84859523450
"Tummala, Y., Frecker, M., Wissa, A., Hubbard Jr., J.E.","55179456300;7003678761;55178989500;7201717067;","Design of a passively morphing ornithopter wing using a novel compliant spine",2010,"ASME 2010 Conference on Smart Materials, Adaptive Structures and Intelligent Systems, SMASIS 2010","1",,,"703","713",,18,"10.1115/smasis2010-3637","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859547023&doi=10.1115%2fsmasis2010-3637&partnerID=40&md5=9ec37d9e96947848a9b8e1f52b8bf85a",Conference Paper,"Final","",Scopus,2-s2.0-84859547023
