Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Singh, S., Chow, Y., Majumdar, A., Pavone, M.","56042918600;55845598600;55325126200;12240587200;","A Framework for Time-Consistent, Risk-Sensitive Model Predictive Control: Theory and Algorithms",2019,"IEEE Transactions on Automatic Control","64","7","8485726","2905","2912",,29,"10.1109/TAC.2018.2874704","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054474868&doi=10.1109%2fTAC.2018.2874704&partnerID=40&md5=26e3cbe0bf768b8546aa5de7466b029a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85054474868
"Pacelli, V., Majumdar, A.","57200627325;55325126200;","Task-Driven Estimation and Control via Information Bottlenecks",2019,"Proceedings - IEEE International Conference on Robotics and Automation","2019-May",,"8794213","2061","2067",,4,"10.1109/ICRA.2019.8794213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071488854&doi=10.1109%2fICRA.2019.8794213&partnerID=40&md5=f5c1330d512adf45ec575d68cf102700",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85071488854
"Ahmadi, A.A., Majumdar, A.","15128458300;55325126200;","DSOS and SDSOS optimization: More tractable alternatives to sum of squares and semidefinite optimization",2019,"SIAM Journal on Applied Algebra and Geometry","3","2",,"193","230",,93,"10.1137/18M118935X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090635387&doi=10.1137%2f18M118935X&partnerID=40&md5=949be173ce3bb0659f9ad4ca50d0ff72",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85090635387
"Singh, S., Lacotte, J., Majumdar, A., Pavone, M.","56042918600;57202207899;55325126200;12240587200;","Risk-sensitive inverse reinforcement learning via semi- and non-parametric methods",2018,"International Journal of Robotics Research","37","13-14",,"1713","1740",,11,"10.1177/0278364918772017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047389334&doi=10.1177%2f0278364918772017&partnerID=40&md5=49e47af409b3c83611f581feeeed702b",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85047389334
"Dai, H., Majumdar, A., Tedrake, R.","55604658700;55325126200;6507809929;","Synthesis and optimization of force closure grasps via sequential semidefinite programming",2018,"Springer Proceedings in Advanced Robotics","2",,,"285","305",,19,"10.1007/978-3-319-51532-8_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107031320&doi=10.1007%2f978-3-319-51532-8_18&partnerID=40&md5=b2f7d0dfe6edbb42b290910d94423e11",Book Chapter,"Final","All Open Access, Green",Scopus,2-s2.0-85107031320
"Singh, S., Majumdar, A., Slotine, J.-J., Pavone, M.","56042918600;55325126200;24353472500;12240587200;","Robust online motion planning via contraction theory and convex optimization",2017,"Proceedings - IEEE International Conference on Robotics and Automation",,,"7989693","5883","5890",,103,"10.1109/ICRA.2017.7989693","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027974990&doi=10.1109%2fICRA.2017.7989693&partnerID=40&md5=8c8d46f43f017fd09b4879439d47136d",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85027974990
"Majumdar, A., Tedrake, R.","55325126200;6507809929;","Funnel libraries for real-time robust feedback motion planning",2017,"International Journal of Robotics Research","36","8",,"947","982",,179,"10.1177/0278364917712421","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025449566&doi=10.1177%2f0278364917712421&partnerID=40&md5=9bd58f6049cee418e11253139b398bde",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85025449566
"Majumdar, A., Singh, S., Mandlekar, A., Pavone, M.","55325126200;56042918600;55884466700;12240587200;","Risk-sensitive inverse reinforcement learning via coherent risk models",2017,"Robotics: Science and Systems","13",,,"","",,29,"10.15607/rss.2017.xiii.069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048804859&doi=10.15607%2frss.2017.xiii.069&partnerID=40&md5=381f2f45300b870ed3b4d496ae339a47",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85048804859
"Ahmadi, A.A., Majumdar, A.","15128458300;55325126200;","Some applications of polynomial optimization in operations research and real-time decision making",2016,"Optimization Letters","10","4",,"709","729",,22,"10.1007/s11590-015-0894-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930806301&doi=10.1007%2fs11590-015-0894-3&partnerID=40&md5=ba8ebdaa842f45be07bde119df6a1f59",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84930806301
"Barry, A.J., Jenks, T., Majumdar, A., Lin, H.-T., Ros, I.G., Biewener, A.A., Tedrake, R.","55324616900;8865006800;55325126200;7405568703;50562011200;7005394819;6507809929;","Flying between obstacles with an autonomous knife-edge maneuver",2014,"Proceedings - IEEE International Conference on Robotics and Automation",,,"6907217","2559","",,11,"10.1109/ICRA.2014.6907217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929223142&doi=10.1109%2fICRA.2014.6907217&partnerID=40&md5=a90e777a76c2ea2bfa554b2d5adb1cc0",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84929223142
"Majumdar, A., Vasudevan, R., Tobenkin, M.M., Tedrake, R.","55325126200;57213570482;25655608700;6507809929;","Convex optimization of nonlinear feedback controllers via occupation measures",2014,"International Journal of Robotics Research","33","9",,"1209","1230",,73,"10.1177/0278364914528059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910098125&doi=10.1177%2f0278364914528059&partnerID=40&md5=69b3fa4e6e04916271364b6bde42119c",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84910098125
"Majumdar, A., Ahmadi, A.A., Tedrake, R.","55325126200;15128458300;6507809929;","Control and verification of high-dimensional systems with DSOS and SDSOS programming",2014,"Proceedings of the IEEE Conference on Decision and Control","2015-February","February","7039413","394","401",,51,"10.1109/CDC.2014.7039413","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987962935&doi=10.1109%2fCDC.2014.7039413&partnerID=40&md5=cebcbc5205e169f795a5017c9332ef46",Conference Paper,"Final","",Scopus,2-s2.0-84987962935
"Komsuoglu, H., Majumdar, A., Aydin, Y.O., Koditschek, D.E.","6506294949;55325126200;57209273131;56249297100;","Characterization of dynamic behaviors in a hexapod robot",2014,"Springer Tracts in Advanced Robotics","79",,,"667","684",,3,"10.1007/978-3-642-28572-1_46","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928239015&doi=10.1007%2f978-3-642-28572-1_46&partnerID=40&md5=6b5f1029095c9b1371910ceb3cbe5996",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84928239015
"Ahmadi, A.A., Majumdar, A.","15128458300;55325126200;","DSOS and SDSOS optimization: LP and SOCP-based alternatives to sum of squares optimization",2014,"2014 48th Annual Conference on Information Sciences and Systems, CISS 2014",,,"6814141","","",,63,"10.1109/CISS.2014.6814141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901465557&doi=10.1109%2fCISS.2014.6814141&partnerID=40&md5=0181e639c9481ab0e3734bf6c3af744a",Conference Paper,"Final","",Scopus,2-s2.0-84901465557
"Majumdar, A., Ahmadi, A.A., Tedrake, R.","55325126200;15128458300;6507809929;","Control design along trajectories with sums of squares programming",2013,"Proceedings - IEEE International Conference on Robotics and Automation",,,"6631149","4054","4061",,94,"10.1109/ICRA.2013.6631149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887266069&doi=10.1109%2fICRA.2013.6631149&partnerID=40&md5=4db3510bb3b901d46e55ffc8099a6274",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84887266069
"Ahmadi, A.A., Majumdar, A., Tedrake, R.","15128458300;55325126200;6507809929;","Complexity of ten decision problems in continuous time dynamical systems",2013,"Proceedings of the American Control Conference",,,"6580838","6376","6381",,8,"10.1109/acc.2013.6580838","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883493678&doi=10.1109%2facc.2013.6580838&partnerID=40&md5=7e312c79cfd7f4c9907b3be2254cde7c",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84883493678
"Majumdar, A., Tobenkin, M., Tedrake, R.","55325126200;25655608700;6507809929;","Algebraic verification for parameterized motion planning libraries",2012,"Proceedings of the American Control Conference",,,"6315544","250","257",,10,"10.1109/acc.2012.6315544","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869476253&doi=10.1109%2facc.2012.6315544&partnerID=40&md5=3978603135efde3c64ee4f8bad076668",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84869476253
"Barry, A.J., Majumdar, A., Tedrake, R.","55324616900;55325126200;6507809929;","Safety verification of reactive controllers for UAV flight in cluttered environments using barrier certificates",2012,"Proceedings - IEEE International Conference on Robotics and Automation",,,"6225351","484","490",,32,"10.1109/ICRA.2012.6225351","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864473753&doi=10.1109%2fICRA.2012.6225351&partnerID=40&md5=7a10d597d86711ccf2b4cc85ae399c9a",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84864473753
